CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
0009796673,M,58,N West,D,23/09/1992,7053,North,Gold,0,8,6,1,19.71,44.21,24.15,11.27
0009796762,F,36,London,C,21/05/1990,4200,South East,Silver,0,6,8,7,24.35,29.89,21.98,12.70
0009796983,M,,London,E,01/02/1990,0,South East,Tin,0,11,9,1,23.76,40.61,38.22,7.04
0009797661,F,38,S & S East,B,21/09/1995,73,South East,Silver,0,8,3,7,25.68,21.30,20.48,12.23
0009798641,F,62,East,C,23/01/1992,3000,Midlands,Silver,0,10,7,6,32.85,19.56,20.45,6.72
0009801154,F,64,N East,D,20/02/1990,1000,North,Silver,1,9,9,4,33.68,31.93,20.66,13.20
0009801995,F,65,Midlands,F,06/02/1992,6053,Midlands,Gold,0,4,7,3,40.75,26.06,29.33,8.79
0009803203,M,57,London,U,09/05/1994,6000,South East,Gold,0,5,4,2,23.79,38.33,27.66,10.49
0009803572,F,58,London,B,03/04/1991,3000,South East,Silver,0,5,7,4,37.25,32.31,9.83,11.78
0009805974,F,59,S & S East,B,01/12/1995,18000,South East,Gold,0,10,3,1,32.73,27.53,8.37,10.79
0009806180,U,50,East,C,27/09/1994,0,Midlands,Tin,0,8,4,7,12.17,7.38,26.72,10.39
0009806288,M,58,N West,C,15/01/1993,6000,North,Gold,0,6,6,1,31.09,30.81,18.48,8.41
0009806571,F,27,N East,F,01/02/1990,920,North,Silver,1,6,9,6,22.72,30.79,20.08,11.40
0009806997,,64,S & S East,C,09/06/1973,6000,South East,Gold,0,5,25,7,24.75,38.58,13.05,12.91
0009808469,M,,London,B,16/02/1993,10000,South East,Gold,1,11,6,2,24.95,24.96,18.54,9.84
0009810870,M,49,N Scot,,03/01/1992,0,Scottish,Tin,0,11,7,8,24.18,39.27,37.45,7.77
0009811753,M,46,London,D,16/11/1987,350,South East,Silver,0,10,11,2,25.52,36.70,21.76,10.62
0009812121,F,,C Scotland,F,01/04/1982,600,Scottish,Silver,0,7,16,4,27.24,28.49,20.56,12.16
0009812822,F,75,London,B,12/05/1993,5000,South East,Silver,0,5,5,1,32.44,42.81,17.86,12.29
0009813233,F,,C Scotland,E,21/12/1993,0,Scottish,Tin,0,13,5,4,21.23,33.40,15.10,10.15
0009813772,F,50,London,E,14/02/1990,3000,South East,Silver,0,10,9,4,26.21,30.97,16.43,9.31
0009815287,M,54,S & S East,C,18/08/1993,1000,South East,Silver,0,5,5,5,28.97,41.87,8.58,6.56
0009816372,F,46,Midlands,C,23/09/1993,0,Midlands,Tin,1,11,5,3,30.39,23.43,19.36,13.07
0009816631,F,58,London,E,04/05/1994,14000,South East,Gold,0,5,4,8,22.91,37.20,25.68,13.25
0009817433,F,69,Midlands,A,01/08/1963,240,Midlands,Silver,1,10,35,4,34.60,43.65,14.10,12.35
0009817913,M,,London,E,30/04/1982,6000,South East,Gold,0,,16,6,26.09,30.17,37.45,4.97
0009818499,M,63,London,E,19/12/1995,20632,South East,Platinum,0,6,3,3,26.17,45.53,25.02,7.68
0009819320,F,46,London,C,23/11/1995,3000,South East,Silver,0,14,3,7,28.82,36.08,26.51,12.38
0009819703,M,57,London,E,08/07/1997,6000,South East,Gold,0,6,1,3,23.59,37.40,16.98,7.62
0009819843,F,43,S & S East,B,11/07/1990,0,South East,Tin,0,10,8,4,20.98,30.09,13.54,10.87
0009820760,F,52,London,C,01/02/1990,500,South East,Silver,0,12,9,8,33.29,45.29,16.94,11.49
0009821937,F,79,London,A,06/03/1991,1000,South East,Silver,0,5,7,6,40.71,41.84,8.22,11.88
0009822739,M,56,Midlands,B,02/03/1987,14000,Midlands,Gold,0,7,11,2,32.96,28.80,25.04,9.42
0009822852,M,75,C Scotland,C,21/01/1991,3000,Scottish,Silver,1,9,8,6,31.15,14.48,39.74,7.22
0009825193,M,49,London,F,03/10/1993,0,South East,Tin,0,11,5,4,33.08,39.15,19.27,8.81
0009825576,F,71,London,A,21/09/1989,16842,South East,Gold,0,5,9,1,18.73,28.09,12.46,11.33
0009826041,M,39,London,C,01/06/1990,3000,South East,Silver,0,,8,2,26.69,34.46,26.82,9.75
0009826416,F,47,S West,B,13/12/1993,0,South West,Tin,0,10,5,2,31.98,29.51,0.75,13.07
0009826777,M,52,N West,F,24/02/1990,4000,North,Silver,0,9,9,4,36.23,47.76,11.62,4.99
0009828087,M,53,London,C,01/06/1991,0,South East,Tin,0,5,7,2,26.65,17.12,27.21,8.73
0009828974,F,64,London,D,01/01/1990,1800,South East,Silver,1,,9,4,27.94,16.35,28.40,11.14
0009829946,F,65,London,A,26/09/1987,3000,South East,Silver,0,4,11,6,19.06,38.40,15.46,10.35
0009831959,F,58,London,E,09/06/1987,13000,South East,Gold,0,5,11,7,33.47,25.94,14.49,7.59
0009832734,M,54,S & S East,C,10/01/1991,12000,South East,Gold,1,8,8,4,24.64,32.70,35.68,6.77
0009833102,F,52,Yorkshire,D,13/06/1988,0,North,Tin,0,13,10,5,29.38,35.10,16.09,10.61
0009833439,U,60,N West,E,26/02/1991,6105,North,Gold,0,5,7,1,39.15,2.22,24.04,7.96
0009834370,F,58,Midlands,B,04/09/1995,5000,Midlands,Silver,0,5,3,3,40.26,28.20,17.06,12.51
0009835237,M,54,S & S East,A,25/02/1987,12000,South East,Gold,0,8,12,7,18.56,44.11,29.34,6.52
0009835857,F,,Midlands,,01/02/1990,0,Midlands,Tin,0,8,9,3,23.97,26.62,18.58,12.60
0009836136,,53,Yorkshire,F,,6053,North,Gold,0,7,,1,29.66,32.97,31.58,12.23
0009836691,F,50,London,E,14/02/1990,27035,South East,Platinum,1,14,9,1,30.56,17.32,12.03,10.62
0009838007,F,48,S & S East,C,01/07/1990,0,South East,Tin,1,12,8,8,24.82,40.32,22.00,12.26
0009838880,F,57,East,D,21/09/1990,20212,Midlands,Platinum,0,4,8,4,41.73,33.54,33.94,13.77
0009839186,M,74,Yorkshire,D,16/06/1982,6000,North,Gold,0,6,16,5,19.42,49.91,35.57,8.47
0009840982,F,,S & S East,D,30/01/1991,3000,South East,Silver,0,7,8,6,32.85,27.25,9.95,12.79
0009841261,F,63,London,D,28/06/1995,19830,South East,Gold,0,9,3,1,31.25,32.02,24.72,13.50
0009842322,F,76,Wales & West,C,27/05/1994,1000,Midlands,Silver,0,6,4,7,25.89,37.25,20.57,12.04
0009843086,M,55,N West,F,10/02/1993,0,North,Tin,0,10,6,8,29.43,28.44,8.11,7.76
0009845402,F,35,London,A,01/02/1990,0,South East,Tin,1,8,9,1,22.89,38.71,25.21,10.60
0009845607,,48,London,B,01/11/1988,619,South East,Silver,0,7,10,2,14.06,18.73,17.53,12.50
0009846115,M,42,East,E,04/04/1990,2400,Midlands,Silver,0,9,8,6,18.82,55.05,20.46,9.88
0009846204,F,63,N West,F,25/03/1996,6000,North,Gold,0,6,2,3,34.32,34.22,20.32,12.75
0009846646,M,56,Midlands,E,13/07/1994,3000,Midlands,Silver,0,6,4,5,13.58,49.37,29.61,8.17
0009848088,F,41,N East,E,14/03/1995,6000,North,Gold,1,13,3,2,37.19,14.05,16.36,9.85
0009848223,F,53,S & S East,C,28/10/1987,7600,South East,Gold,0,14,11,8,29.49,39.57,18.14,12.28
0009848975,F,46,N West,C,22/02/1994,9000,North,Gold,0,7,5,1,23.50,22.69,13.73,14.39
0009849459,F,75,London,A,13/06/1994,10000,South East,Gold,0,,4,3,22.07,33.13,33.61,11.12
0009850031,F,55,N West,B,01/01/1990,0,North,Tin,0,13,9,8,26.22,37.11,28.55,13.45
0009850244,M,76,Midlands,D,07/09/1992,22000,Midlands,Platinum,0,13,6,5,27.05,42.27,13.41,10.28
0009850465,F,57,N West,B,27/09/1993,0,North,Tin,0,10,5,5,30.51,16.32,20.12,12.48
0009852247,F,52,N West,F,13/07/1990,0,North,Tin,0,8,8,1,28.90,21.32,14.24,12.03
0009853898,F,58,London,D,29/07/1994,600,South East,Silver,0,,4,8,19.99,31.78,22.32,12.95
0009855378,F,49,London,C,13/12/1993,0,South East,Tin,0,10,5,7,36.33,37.77,11.39,14.34
0009857524,F,41,Midlands,E,13/02/1989,0,Midlands,Tin,0,13,10,5,27.11,43.30,21.79,10.24
0009857885,F,57,S & S East,B,13/06/1990,300,South East,Silver,0,11,8,8,17.64,29.57,32.57,14.20
0009858261,M,49,East,F,07/11/1997,2000,Midlands,Silver,0,7,1,8,1.88,20.46,40.26,7.00
0009858830,F,64,Wales & West,D,04/01/1994,0,Midlands,Tin,1,10,5,8,14.69,27.55,22.08,11.61
0009860258,U,76,London,A,03/07/1997,6000,South East,Gold,0,8,1,5,13.39,6.17,11.81,12.10
0009860398,F,55,Midlands,D,22/10/1997,3000,Midlands,Silver,1,12,1,4,23.75,21.18,28.62,12.10
0009860894,F,33,Yorkshire,D,22/11/1994,66000,North,Platinum,1,11,4,7,33.17,38.91,20.65,11.38
0009861602,,70,S & S East,A,10/01/1991,8400,South East,Gold,0,12,8,5,33.67,32.98,12.80,11.14
0009863133,M,52,N East,C,05/03/1992,6053,North,Gold,0,3,6,3,25.74,43.24,26.76,7.66
0009863524,U,67,S & S East,C,29/01/1991,9000,South East,Gold,0,3,8,3,22.17,20.26,22.54,22.75
0009863907,M,50,London,E,18/11/1993,0,South East,Tin,0,6,5,2,29.67,38.71,17.40,3.55
0009867317,F,42,Wales & West,A,01/10/1993,0,Midlands,Tin,1,6,5,2,30.41,31.79,14.80,10.26
0009867929,F,59,Wales & West,,03/02/1994,0,Midlands,Tin,0,4,5,1,22.07,26.68,16.68,11.62
0009867996,M,32,N West,D,26/02/1994,600,North,Silver,1,7,4,5,35.46,21.00,17.77,7.07
0009868844,M,66,S & S East,C,03/04/1991,1500,South East,Silver,0,10,7,7,13.93,45.61,36.00,6.06
0009871276,F,59,London,D,01/07/1990,0,South East,Tin,0,8,8,2,22.66,30.49,27.25,13.86
0009872558,F,46,Ulster,,16/12/1993,0,Midlands,Tin,0,6,5,8,29.79,18.82,27.75,10.37
0009873279,F,39,Midlands,D,27/09/1994,0,Midlands,Tin,0,9,4,2,23.70,26.46,14.06,11.34
0009873937,F,36,London,C,25/05/1990,0,South East,Tin,1,5,8,3,19.72,19.31,29.71,12.30
0009874321,F,,Yorkshire,F,01/10/1993,0,North,Tin,0,6,5,1,32.92,38.45,8.36,9.95
0009874615,U,42,East,C,,0,Midlands,Tin,0,11,,2,9.71,0.34,9.88,7.66
0009875115,F,29,S & S East,D,25/09/1993,0,South East,Tin,0,6,5,8,35.42,28.27,26.22,10.67
0009875611,U,41,London,F,01/03/1990,0,South East,Tin,1,16,8,5,17.59,23.53,7.34,10.80
0009876944,F,46,East,E,06/11/1997,6755,Midlands,Gold,0,8,1,4,29.62,21.98,23.16,12.77
0009879404,,57,,B,19/02/1997,2000,,Silver,0,8,2,8,19.08,32.54,21.22,13.55
0009879617,U,68,London,E,31/05/1996,20000,South East,Gold,0,4,2,8,18.83,26.21,19.80,27.52
0009880909,M,54,London,C,23/11/1994,5000,South East,Silver,0,9,4,3,20.55,44.24,18.57,6.87
0009881336,F,48,Midlands,C,23/02/1996,50,Midlands,Silver,0,,3,6,25.17,35.02,23.27,10.85
0009882227,,67,N East,B,10/01/1991,12000,North,Gold,0,8,8,1,32.49,23.30,20.10,15.20
0009882715,F,78,Midlands,D,10/01/1991,9000,Midlands,Gold,1,9,8,8,31.21,27.20,15.53,10.07
0009882901,,48,London,D,24/06/1991,3000,South East,Silver,0,9,7,2,13.33,17.89,23.54,15.08
0009883835,F,59,S & S East,D,16/01/1991,2800,South East,Silver,0,8,8,2,19.84,26.16,22.46,9.62
0009886249,F,74,Midlands,F,02/07/1986,500,Midlands,Silver,0,4,12,6,32.64,26.02,5.76,9.71
0009887326,U,50,S & S East,D,11/05/1990,5582,South East,Gold,0,4,8,3,28.58,4.28,5.19,21.18
0009887431,F,48,Wales & West,F,17/02/1994,0,Midlands,Tin,1,9,5,3,20.68,26.41,25.69,13.55
0009888012,M,,S West,F,24/08/1993,10000,South West,Gold,0,5,5,5,19.68,48.29,27.31,7.76
0009888454,F,71,London,A,15/09/1986,6000,South East,Gold,0,5,12,6,19.54,33.38,10.57,11.28
0009888527,F,41,N East,E,26/06/1997,6000,North,Gold,1,11,1,8,13.55,29.34,16.54,12.69
0009889035,M,36,London,A,21/09/1993,0,South East,Tin,1,13,5,6,37.09,35.19,15.35,8.58
0009889108,,56,London,C,07/01/1991,40053,South East,Platinum,1,7,8,3,22.38,29.23,6.74,13.05
0009891269,F,56,N West,D,04/06/1996,3000,North,Silver,0,11,2,3,24.62,25.68,20.96,13.05
0009891439,F,73,Midlands,C,28/09/1994,19000,Midlands,Gold,0,,4,5,20.33,14.54,21.62,11.93
0009892338,F,35,London,C,13/10/1993,1620,South East,Silver,1,17,5,6,21.90,28.91,23.31,15.87
0009894187,F,,N West,D,15/07/1994,3920,North,Silver,1,11,4,7,29.02,37.43,17.94,12.09
0009895647,M,72,Midlands,D,01/10/1990,300,Midlands,Silver,0,11,8,2,35.59,51.76,19.67,6.09
0009897399,,43,Midlands,C,04/07/1994,0,Midlands,Tin,0,8,4,1,15.98,29.60,3.24,10.43
0009897798,F,61,Midlands,E,22/11/1995,9000,Midlands,Gold,0,12,3,2,28.39,21.36,16.27,9.61
0009901973,F,35,London,B,13/10/1995,100,South East,Silver,1,7,3,3,19.81,39.16,25.86,12.56
0009904654,F,69,London,A,09/11/1994,10050,South East,Gold,1,13,4,1,30.18,34.34,31.29,13.62
0009904859,F,26,London,B,17/01/1991,500,South East,Silver,1,9,8,7,18.65,17.66,22.84,13.36
0009905847,F,71,S & S East,B,14/03/1983,12900,South East,Gold,0,7,15,7,25.17,27.35,20.99,12.17
0009906592,M,49,London,C,01/06/1990,0,South East,Tin,0,,8,8,25.33,13.98,25.84,6.64
0009907343,F,72,East,F,23/03/1995,6000,Midlands,Gold,0,12,3,8,21.66,45.64,17.07,17.25
0009911154,,60,Midlands,A,26/06/1997,6000,Midlands,Gold,0,9,1,3,23.64,34.43,19.53,15.32
0009911316,F,47,S & S East,C,12/09/1994,0,South East,Tin,1,16,4,4,29.25,39.39,15.51,10.57
0009911448,F,29,S & S East,C,18/05/1994,0,South East,Tin,0,8,4,3,15.01,35.17,24.11,11.23
0009912037,F,38,N West,C,29/07/1988,500,North,Silver,1,9,10,8,30.34,27.06,35.50,11.48
0009912304,F,59,Wales & West,C,16/06/1987,1020,Midlands,Silver,1,7,11,1,39.36,32.22,26.80,11.49
0009912940,M,,London,A,18/02/1994,0,South East,Tin,0,9,5,4,16.39,22.72,15.44,6.15
0009914978,,50,N East,C,03/07/1996,12000,North,Gold,0,14,2,3,16.45,28.59,23.63,9.59
0009915559,M,59,Yorkshire,C,17/08/1981,1000,North,Silver,1,10,17,7,22.78,21.33,27.61,6.44
0009915923,F,36,N West,F,,4000,North,Silver,1,5,,2,23.87,33.96,19.68,11.62
0009918477,U,45,S & S East,,07/03/1994,0,South East,Tin,0,8,4,4,16.02,1.47,12.47,14.13
0009919481,F,70,N East,A,29/11/1993,1500,North,Silver,0,10,5,3,30.48,15.91,18.00,10.97
0009920277,F,55,S West,E,02/07/1996,6000,South West,Gold,0,6,2,7,36.23,13.82,15.39,16.17
0009920900,,63,London,A,30/09/1994,8846,South East,Gold,0,9,4,2,18.70,33.15,16.87,12.91
0009921648,,53,London,A,01/02/1990,0,South East,Tin,0,,9,7,21.29,38.36,4.44,9.97
0009923578,F,,London,A,03/04/1996,6000,South East,Gold,0,7,2,8,26.51,24.28,7.26,12.76
0009923977,M,72,London,D,29/05/1996,4173,South East,Silver,0,5,2,6,27.08,40.56,17.74,4.69
0009924574,F,73,London,A,08/06/1992,18053,South East,Gold,0,8,6,3,18.45,30.00,19.88,7.39
0009924957,,,N West,C,19/12/1995,20230,North,Platinum,0,11,3,,29.46,24.14,23.98,12.50
0009925457,M,63,East,E,01/05/1996,4500,Midlands,Silver,0,,2,6,35.77,34.79,29.00,6.71
0009926070,F,75,S & S East,B,09/06/1994,30000,South East,Platinum,0,7,4,4,14.64,43.84,10.69,14.86
0009926143,F,52,S & S East,C,08/02/1994,0,South East,Tin,1,10,5,1,38.04,26.95,17.33,13.11
0009927921,F,45,London,A,18/03/1988,0,South East,Tin,0,7,10,1,36.81,31.21,32.87,12.71
0009928529,M,75,N West,C,12/01/1994,6000,North,Gold,1,12,5,4,30.23,42.30,13.85,7.40
0009929738,,73,East,D,22/01/1992,5500,Midlands,Gold,1,10,7,8,25.85,22.78,5.10,12.50
0009929924,M,44,Midlands,E,05/11/1996,50,Midlands,Silver,0,4,2,6,23.76,25.22,16.57,5.69
0009934308,M,,N East,C,22/04/1992,6000,North,Gold,0,7,6,2,23.41,24.94,11.64,8.33
0009934456,,45,London,D,17/06/1988,19447,South East,Gold,0,6,10,8,21.50,39.56,1.70,10.24
0009935797,U,48,N West,C,20/04/1992,1420,North,Silver,0,8,6,1,14.20,6.76,24.66,8.39
0009936491,F,63,Midlands,D,01/06/1990,0,Midlands,Tin,0,8,8,5,14.48,18.58,20.06,12.68
0009936785,U,60,London,E,24/02/1990,4000,South East,Silver,0,8,9,8,8.54,25.70,0.33,14.61
0009939385,F,33,Yorkshire,F,01/01/1990,360,North,Silver,1,11,9,8,7.89,34.09,21.61,11.29
0009940324,F,49,Midlands,B,20/11/1995,3000,Midlands,Silver,0,4,3,3,25.49,17.87,22.15,14.02
0009940715,M,74,N West,B,22/04/1996,7000,North,Gold,1,7,2,3,31.01,35.07,18.97,6.74
0009941436,,70,London,F,01/07/1992,6000,South East,Gold,0,10,6,5,20.42,17.08,20.44,11.36
0009941649,F,39,C Scotland,E,25/02/1994,0,Scottish,Tin,1,7,4,5,20.05,16.15,21.23,14.84
0009942890,F,44,Ulster,,27/03/1996,70,Midlands,Silver,0,4,2,2,31.07,26.39,15.43,10.61
0009943277,M,50,Ulster,,10/05/1990,1000,Midlands,Silver,0,,8,8,34.69,38.32,18.15,9.43
0009944125,F,59,N West,E,22/02/1994,1000,North,Silver,0,9,5,1,28.03,29.16,20.43,15.79
0009944877,U,65,S & S East,B,04/01/1995,12000,South East,Gold,0,7,4,7,27.61,2.72,6.41,24.05
0009945385,M,32,S & S East,C,29/07/1994,0,South East,Tin,1,12,4,2,20.23,6.41,8.95,4.32
0009945903,F,76,N Scot,D,15/01/1996,10850,Scottish,Gold,0,12,3,4,20.25,19.48,14.17,11.36
0009947833,F,35,Midlands,F,29/07/1996,1300,Midlands,Silver,1,7,2,4,21.84,18.32,20.55,10.71
0009948961,M,77,Yorkshire,E,28/10/1997,2000,North,Silver,0,6,1,3,42.95,47.29,22.99,7.60
0009949542,F,51,London,C,14/04/1994,3000,South East,Silver,0,4,4,5,27.39,24.89,21.26,11.06
0009951768,F,33,London,D,11/11/1997,12500,South East,Gold,1,8,1,1,30.76,25.36,20.94,12.85
0009952276,F,56,Wales & West,E,21/12/1993,0,Midlands,Tin,1,13,5,3,30.62,20.57,14.72,11.75
0009953981,F,30,London,F,10/01/1991,1500,South East,Silver,1,10,8,5,25.26,31.99,21.93,11.20
0009954317,M,47,London,B,09/02/1989,0,South East,Tin,0,2,10,8,31.55,24.70,14.50,3.84
0009954805,U,79,,C,19/02/1997,6000,,Gold,0,7,2,2,17.10,1.91,10.95,8.21
0009955550,F,50,London,,08/01/1991,9146,South East,Gold,1,5,8,7,33.52,33.95,14.06,12.47
0009956271,M,,London,B,15/01/1968,6053,South East,Gold,0,6,31,2,25.68,28.34,14.19,6.22
0009957294,M,37,N West,A,01/07/1991,13667,North,Gold,0,7,7,8,18.17,18.07,22.51,4.71
0009957685,M,50,,C,06/09/1994,0,,Tin,0,5,4,4,32.00,31.98,22.30,8.08
0009957774,F,72,,E,19/02/1988,12000,,Gold,0,9,11,8,29.30,35.30,16.66,10.35
0009958649,F,53,N West,B,21/02/1994,0,North,Tin,0,5,5,5,7.31,29.12,17.12,10.70
0009958797,M,59,London,D,11/02/1994,960,South East,Silver,0,4,5,5,19.37,17.85,13.08,7.06
0009959823,F,62,N East,C,30/03/1996,17000,North,Gold,0,6,2,6,20.97,42.46,10.48,13.71
0009960570,F,54,London,E,01/08/1996,6000,South East,Gold,1,13,2,7,34.50,26.36,13.55,10.65
0009960694,F,61,London,C,10/02/1994,1000,South East,Silver,1,14,5,8,21.99,27.32,19.39,14.11
0009960856,,51,S & S East,D,01/03/1990,0,South East,Tin,0,6,8,3,25.25,43.87,11.06,13.06
0009963286,F,39,London,E,05/01/1994,0,South East,Tin,1,15,5,6,24.83,29.42,13.33,9.79
0009963650,F,34,East,E,31/01/1994,0,Midlands,Tin,1,11,5,2,32.28,32.35,21.98,9.72
0009967117,F,68,East,E,25/03/1991,3000,Midlands,Silver,0,13,7,1,21.72,15.98,18.45,14.17
0009967419,F,54,N West,B,01/06/1990,0,North,Tin,1,13,8,5,25.02,26.26,14.67,18.52
0009967524,M,59,Midlands,D,15/10/1997,10000,Midlands,Gold,0,11,1,5,24.81,42.84,20.47,5.89
0009969586,F,70,Midlands,A,17/09/1975,2724,Midlands,Silver,0,10,23,6,28.64,34.24,10.24,14.60
0009970894,,51,Midlands,C,19/01/1973,34062,Midlands,Platinum,0,5,26,1,12.97,44.34,13.12,14.14
0009971262,M,51,Midlands,C,24/11/1993,0,Midlands,Tin,0,10,5,5,16.99,29.47,26.73,3.87
0009972153,F,69,S & S East,F,24/02/1994,0,South East,Tin,0,5,4,1,20.01,23.75,16.72,11.53
0009975306,F,29,Ulster,,10/12/1996,6000,Midlands,Gold,0,9,2,4,40.99,24.67,20.69,12.65
0009976507,F,31,S & S East,A,20/01/1994,1000,South East,Silver,1,16,5,4,22.79,20.55,17.49,11.75
0009976906,,54,Wales & West,C,01/03/1990,0,Midlands,Tin,0,9,8,3,25.21,35.26,15.24,13.80
0009979018,F,48,N East,F,08/02/1994,0,North,Tin,1,7,5,3,25.57,17.95,19.34,11.43
0009979808,,46,S West,F,18/08/1993,1000,South West,Silver,0,8,5,3,21.18,40.06,12.53,12.76
0009981829,F,73,N West,,11/12/1991,4424,North,Silver,0,11,7,8,31.39,32.10,17.94,14.10
0009982507,F,76,C Scotland,F,31/07/1980,6000,Scottish,Gold,0,8,18,2,17.67,35.81,21.65,10.37
0009982906,U,72,Wales & West,C,22/02/1994,3000,Midlands,Silver,0,15,5,2,22.69,11.73,10.85,0.44
0009983163,M,68,C Scotland,B,16/10/1996,6000,Scottish,Gold,0,,2,2,42.49,24.60,36.62,5.59
0009983376,M,50,S & S East,B,01/01/1990,600,South East,Silver,0,6,9,7,29.64,38.25,28.89,6.33
0009984062,F,54,S West,E,08/02/1994,0,South West,Tin,0,,5,3,23.48,12.14,25.65,15.21
0009984895,F,48,Midlands,B,27/05/1997,100,Midlands,Silver,0,8,1,4,27.89,34.83,25.86,12.93
0009985190,,62,London,B,13/10/1997,6500,South East,Gold,0,3,1,4,27.19,39.49,11.96,13.18
0009985247,F,60,Yorkshire,C,20/05/1994,0,North,Tin,0,8,4,2,19.16,20.25,29.86,13.73
0009985514,M,57,Midlands,B,08/07/1988,0,Midlands,Tin,0,5,10,8,26.55,47.19,1.79,8.60
0009988521,,60,Midlands,D,01/06/1990,0,Midlands,Silver,0,3,8,5,31.11,25.41,23.21,10.06
0009988823,U,39,London,D,09/10/1996,5850,South East,Gold,1,11,2,7,18.81,15.66,8.09,18.16
0009989552,F,38,Midlands,E,17/02/1996,9000,Midlands,Gold,0,4,3,8,29.40,45.14,18.16,7.29
0009991514,M,,London,F,03/04/1996,6000,South East,Gold,0,6,2,4,34.21,34.71,27.54,6.18
0009992804,F,62,London,E,08/10/1993,1000,South East,Silver,0,8,5,8,26.36,29.24,14.49,12.35
0009993746,F,46,London,C,06/07/1996,2036,South East,Silver,1,12,2,4,27.73,14.83,17.37,12.36
0009994572,F,33,S & S East,D,27/09/1993,0,South East,Tin,1,13,5,2,33.44,35.62,17.77,15.05
0009995617,F,79,S & S East,C,21/06/1993,5000,South East,Silver,1,9,5,1,25.11,27.50,26.02,11.98
0009996540,F,62,Wales & West,E,28/08/1992,0,Midlands,Tin,0,7,6,1,35.76,29.16,23.14,14.13
0009996907,M,38,C Scotland,C,23/06/1994,17555,Scottish,Gold,0,5,4,5,40.97,40.01,17.39,5.70
0009997563,F,53,S & S East,B,17/01/1991,1500,South East,Silver,0,9,8,1,16.91,32.81,27.74,8.28
0009999248,F,51,S & S East,D,05/01/1994,5286,South East,Gold,0,13,5,5,12.92,38.11,28.65,16.10
0009999914,U,58,East,B,01/10/1993,0,Midlands,Tin,0,4,5,2,33.71,2.86,13.72,19.16
0010001417,F,55,London,E,17/02/1994,1000,South East,Silver,0,11,5,2,16.29,49.55,28.02,12.39
0010001557,F,66,London,F,08/06/1993,10000,South East,Gold,1,11,5,5,26.86,36.01,23.08,16.20
0010002596,F,32,S West,F,16/03/1994,0,South West,Tin,1,23,4,5,19.86,17.71,25.87,12.30
0010002847,F,50,Yorkshire,C,01/03/1990,1960,North,Silver,0,12,8,3,27.53,29.01,22.52,7.63
0010003800,,33,Midlands,D,01/02/1991,0,Midlands,Tin,1,9,8,8,18.86,33.94,20.09,13.28
0010004009,F,73,London,D,16/10/1991,8053,South East,Gold,0,9,7,3,34.02,28.86,24.05,13.48
0010005099,M,,C Scotland,C,07/06/1985,4000,Scottish,Silver,0,9,13,7,8.65,34.87,16.98,6.88
0010006303,F,62,East,E,17/05/1993,12000,Midlands,Gold,0,5,5,3,17.69,28.81,22.94,15.59
0010006834,F,65,S & S East,B,05/04/1994,5000,South East,Silver,0,10,4,3,20.11,19.94,29.29,7.62
0010006958,F,64,N West,E,30/01/1992,9053,North,Gold,0,6,7,4,32.57,31.58,1.57,12.93
0010007016,F,30,Midlands,D,01/03/1990,0,Midlands,Tin,0,4,8,5,27.00,27.73,19.22,9.35
0010007113,M,47,Midlands,D,25/01/1991,2000,Midlands,Silver,0,8,8,4,12.40,23.76,18.06,9.05
0010008861,M,45,Wales & West,F,17/11/1994,0,Midlands,Tin,0,9,4,5,44.60,34.64,12.56,6.23
0010009876,U,70,C Scotland,C,13/08/1987,7088,Scottish,Gold,0,11,11,5,14.99,22.11,9.69,9.80
0010010823,F,44,London,F,25/01/1994,0,South East,Tin,0,7,5,4,25.05,43.45,14.24,11.83
0010011196,M,67,London,D,15/01/1991,3000,South East,Silver,0,8,8,4,27.35,34.03,28.76,4.85
0010011412,,50,London,A,28/03/1994,0,South East,Tin,0,4,4,8,13.77,30.66,2.79,12.90
0010012087,,38,N East,D,18/03/1988,300,North,Silver,1,8,10,8,21.84,30.17,19.97,14.37
0010012729,M,44,London,F,17/11/1994,6000,South East,Gold,0,5,4,5,24.06,39.52,20.74,6.97
0010013954,,49,London,C,17/02/1993,1000,South East,Silver,0,14,6,6,28.34,33.83,3.62,12.83
0010014799,F,44,Midlands,D,17/09/1993,0,Midlands,Tin,1,10,5,3,23.19,28.10,34.77,9.99
0010016171,M,44,Wales & West,F,01/01/1990,0,Midlands,Tin,0,9,9,2,11.23,31.70,27.75,3.57
0010016481,F,72,S West,B,31/03/1993,4500,South West,Silver,1,8,5,7,10.20,19.61,17.02,12.78
0010017518,F,35,London,F,29/01/1993,0,South East,Tin,1,6,6,1,38.95,22.52,33.81,15.28
0010017631,M,48,N East,D,05/02/1994,0,North,Tin,0,3,5,4,28.50,35.73,6.37,7.04
0010019944,U,53,Wales & West,C,23/05/1991,1200,Midlands,Silver,0,10,7,5,36.70,8.50,18.62,21.71
0010020403,U,41,Wales & West,F,08/04/1997,160,Midlands,Silver,1,11,1,8,18.32,4.51,14.71,15.19
0010020624,F,50,S & S East,F,12/02/1994,0,South East,Tin,0,9,5,3,24.62,50.02,8.07,12.56
